anio,mes,origen,destino,producto,toneladas,precio
2017,Octubre,Bolívar,Aruba,Arroz,1.5,1.08
2017,Septiembre,La Guajira,Venezuela,Arroz,104.4,79.34
2017,Septiembre,Bolívar,Aruba,Arroz,2.5,1.8
2017,Agosto,Magdalena,Aruba,Arroz,0.02,0.05
2017,Julio,Atlántico,Curazao,Arroz,8,9
2017,Marzo,Antioquia,Panamá,Arroz,0.01,0.02
2016,Agosto,Bogotá,Estados Unidos,Arroz,0,0.05
2016,Agosto,Atlántico,Aruba,Arroz,0.02,0.03
2016,Junio,Bogotá,Ecuador,Arroz,5,4.43
2018,Mayo,Bogotá,México,Yuca,0.14,0.2
2018,Mayo,Boyacá,Estados Unidos,Yuca,33.92,49.07
2018,Mayo,Antioquia,Países Bajos,Yuca,2.1,3.46
2018,Mayo,Antioquia,Reino Unido,Yuca,2.37,2.33
2018,Mayo,Valle del Cauca,Estados Unidos,Yuca,3.25,4.65
2018,Mayo,Bogotá,Reino Unido,Yuca,1.44,3.02
2018,Mayo,Atlántico,Aruba,Yuca,0.24,0.08
2018,Abril,Bogotá,Estados Unidos,Yuca,1.8,2.64
2018,Abril,Valle del Cauca,Estados Unidos,Yuca,22.46,30.21
2018,Abril,Bogotá,España,Yuca,2.4,2.74
2018,Marzo,Bogotá,Estados Unidos,Yuca,33.04,44.06
2018,Marzo,Boyacá,Estados Unidos,Yuca,3.27,4.63
2018,Marzo,Caldas,Chile,Yuca,0.04,0.06
2018,Marzo,Valle del Cauca,Estados Unidos,Yuca,21.91,29.43
2018,Marzo,Bolívar,Aruba,Yuca,1.3,1.3
2018,Marzo,Bogotá,Reino Unido,Yuca,2.88,5.67
2018,Marzo,Santander,Curazao,Yuca,0.14,0.09
2018,Febrero,Valle del Cauca,Estados Unidos,Yuca,22.46,30.21
2018,Enero,Boyacá,Estados Unidos,Yuca,7.99,11.32
2017,Diciembre,Bogotá,Estados Unidos,Yuca,5.04,7.19
2017,Diciembre,Boyacá,Estados Unidos,Yuca,15.5,21.44
2017,Diciembre,Valle del Cauca,Estados Unidos,Yuca,68.99,92.4
2017,Diciembre,Bogotá,Reino Unido,Yuca,6.72,12.84
2017,Diciembre,Antioquia,Estados Unidos,Yuca,0.3,6.26
2017,Diciembre,Sucre,Estados Unidos,Yuca,24.45,15.02
2017,Noviembre,Bogotá,Estados Unidos,Yuca,23.32,23.48
2017,Noviembre,Bogotá,México,Yuca,0.1,0.13
2017,Noviembre,Valle del Cauca,Estados Unidos,Yuca,21.15,28.57
2017,Octubre,Bogotá,Estados Unidos,Yuca,1.92,2.01
2017,Octubre,Boyacá,Estados Unidos,Yuca,4.54,6.43
2017,Octubre,Valle del Cauca,Estados Unidos,Yuca,23.32,31.67
2017,Octubre,Caldas,España,Yuca,0.55,1.01
2017,Octubre,Sucre,Estados Unidos,Yuca,47.94,30.03
2017,Septiembre,Bogotá,Estados Unidos,Yuca,4.95,6.85
2017,Septiembre,Caldas,Alemania,Yuca,0.01,0.01
2017,Septiembre,Valle del Cauca,Estados Unidos,Yuca,20.18,27.06
2017,Septiembre,Caldas,España,Yuca,0.43,0.9
2017,Septiembre,Bogotá,Reino Unido,Yuca,3.36,6.32
2017,Agosto,Bogotá,Estados Unidos,Yuca,0.05,0.01
2017,Agosto,Boyacá,Estados Unidos,Yuca,4,5.66
2017,Agosto,Valle del Cauca,Estados Unidos,Yuca,16.47,22.27
2017,Agosto,Magdalena,Estados Unidos,Yuca,0.01,0
2017,Agosto,Sucre,Estados Unidos,Yuca,14.47,8.71
2017,Julio,Bogotá,Estados Unidos,Yuca,1.02,1.11
2017,Julio,Boyacá,Estados Unidos,Yuca,6.99,9.91
2017,Julio,Caldas,España,Yuca,0.09,0.2
2017,Julio,Bogotá,Reino Unido,Yuca,2.69,5.01
2017,Julio,Antioquia,Estados Unidos,Yuca,0.98,20.45
2017,Julio,Sucre,Estados Unidos,Yuca,24.45,14.63
2017,Junio,Valle del Cauca,Estados Unidos,Yuca,18.59,29.3
2017,Mayo,Bogotá,Canadá,Yuca,1.3,4.12
2017,Mayo,Caldas,España,Yuca,0.62,1.15
2017,Mayo,Bogotá,Reino Unido,Yuca,2.02,3.78
2017,Mayo,Cundinamarca,Aruba,Yuca,0.05,0.08
2017,Mayo,Antioquia,Estados Unidos,Yuca,0.01,0.1
2017,Abril,Bogotá,Costa Rica,Yuca,0.04,0.05
2017,Abril,Bogotá,Panamá,Yuca,0.07,0.08
2017,Abril,Bogotá,Estados Unidos,Yuca,1.87,2.29
2017,Abril,Boyacá,Estados Unidos,Yuca,5.99,8.49
2017,Abril,Valle del Cauca,Estados Unidos,Yuca,17.47,23.5
2017,Abril,Bogotá,Aruba,Yuca,0.01,0
2017,Marzo,Bogotá,Costa Rica,Yuca,0.15,0.16
2017,Marzo,Bogotá,Perú,Yuca,0.02,0.02
2017,Marzo,Bogotá,Estados Unidos,Yuca,2,2.21
2017,Marzo,Valle del Cauca,Estados Unidos,Yuca,47.12,62.97
2017,Marzo,Bogotá,Reino Unido,Yuca,3.36,5.98
2017,Febrero,Boyacá,Estados Unidos,Yuca,8.99,12.74
2017,Enero,Boyacá,Estados Unidos,Yuca,4,5.66
2017,Enero,Bogotá,Reino Unido,Yuca,2.02,3.17
2016,Diciembre,Antioquia,Estados Unidos,Yuca,8,5.25
2016,Diciembre,Bogotá,Estados Unidos,Yuca,2,2.21
2016,Diciembre,Boyacá,Estados Unidos,Yuca,4,5.66
2016,Diciembre,Valle del Cauca,Estados Unidos,Yuca,65.17,86.77
2016,Noviembre,Bogotá,Brasil,Yuca,0.04,0.23
2016,Noviembre,Bogotá,Corea,Yuca,0.11,0.11
2016,Noviembre,Bogotá,Panamá,Yuca,0.01,0.01
2016,Noviembre,Valle del Cauca,Estados Unidos,Yuca,24.41,32.6
2016,Noviembre,Bogotá,Reino Unido,Yuca,2.02,3.12
2016,Noviembre,Antioquia,Estados Unidos,Yuca,0.24,0.35
2016,Octubre,Bogotá,Estados Unidos,Yuca,3.82,5.31
2016,Octubre,Boyacá,Estados Unidos,Yuca,4.99,7.08
2016,Octubre,Caldas,Chile,Yuca,1.61,3.06
2016,Octubre,Valle del Cauca,Estados Unidos,Yuca,46.32,61.48
2016,Octubre,Bogotá,Reino Unido,Yuca,2.02,3.17
2016,Septiembre,Boyacá,Estados Unidos,Yuca,5.45,7.72
2016,Septiembre,Bogotá,Reino Unido,Yuca,2.02,3.15
2016,Agosto,Valle del Cauca,Estados Unidos,Yuca,3.58,4.74
2016,Agosto,Antioquia,Estados Unidos,Yuca,1.09,1.71
2016,Agosto,Bogotá,Aruba,Yuca,0,0.01
2016,Julio,Boyacá,Estados Unidos,Yuca,3.63,4.83
2016,Julio,Bogotá,Estados Unidos,Yuca,0.12,0.11
2016,Julio,Bogotá,Reino Unido,Yuca,2.02,3.12
2016,Mayo,Valle del Cauca,Estados Unidos,Yuca,15.3,20.43
2016,Mayo,Bogotá,Reino Unido,Yuca,2.02,3.37
2016,Mayo,Bogotá,Aruba,Yuca,0.01,0.03
2016,Mayo,Norte de Santander,Aruba,Yuca,1.2,1.08
2016,Abril,Bogotá,Estados Unidos,Yuca,3.63,5.59
2016,Abril,Caldas,Chile,Yuca,0.15,0.25
2016,Abril,Valle del Cauca,Estados Unidos,Yuca,21.15,28.28
2016,Abril,Bogotá,Reino Unido,Yuca,1.92,2.97
2016,Abril,Bogotá,Rusia   ,Yuca,0.96,1.22
2016,Abril,Bogotá,Aruba,Yuca,0,0.02
2016,Marzo,Valle del Cauca,Estados Unidos,Yuca,41.22,55.03
2016,Febrero,Cundinamarca,Estados Unidos,Yuca,0.13,0.2
2016,Enero,Valle del Cauca,Estados Unidos,Yuca,23.87,31.57
2016,Enero,Antioquia,Estados Unidos,Yuca,0.09,2.1
2016,Enero,Bogotá,Reino Unido,Yuca,1.45,2.25
2018,Mayo,Bogotá,Bahrein,Cacao,18.01,89.01
2018,Mayo,Bogotá,Canadá,Cacao,15.299999999999999,74.47000000000001
2018,Mayo,Bogotá,Chile,Cacao,0.63,9.67
2018,Mayo,Risaralda,España,Cacao,0.07,1.38
2018,Mayo,Bogotá,Estados Unidos,Cacao,114.27000000000001,730.96
2018,Mayo,Bogotá,Guatemala,Cacao,0.04,0.27
2018,Mayo,Bogotá,Puerto Rico,Cacao,0.5,5.35
2018,Mayo,Bogotá,Reino Unido,Cacao,41.1,151.99
2018,Mayo,Bogotá,Bélgica,Cacao,44.269999999999996,215.73000000000002
2018,Mayo,Bogotá,Singapur,Cacao,50,97.3
2018,Mayo,Bogotá,Trinidad y Tobago,Cacao,48.019999999999996,203.11
2018,Mayo,Valle del Cauca,Arabia Saudita,Cacao,3.27,7.53
2018,Mayo,Valle del Cauca,Barbados,Cacao,0.3,1.29
2018,Mayo,Valle del Cauca,Bolivia,Cacao,9.07,18.02
2017,Mayo,Bogotá,Perú,Cacao,21.1,75.52000000000001
2018,Mayo,Valle del Cauca,Canadá,Cacao,9.07,26.04
2018,Mayo,Valle del Cauca,Cuba,Cacao,0.67,3.54
2018,Mayo,Antioquia,Chile,Cacao,37.04,50.79
2018,Mayo,Caldas,Chile,Cacao,0.37,2.06
2018,Mayo,Valle del Cauca,Chile,Cacao,1.94,8.44
2018,Mayo,Antioquia,El Salvador,Cacao,8.34,30.34
2018,Mayo,Valle del Cauca,El Salvador,Cacao,0.58,1.92
2018,Mayo,Valle del Cauca,Emiratos Árabes,Cacao,7.18,11.55
2018,Mayo,Valle del Cauca,España,Cacao,0.06,0.22
2018,Mayo,Cauca,Estados Unidos,Cacao,9.7,58.2
2018,Mayo,Valle del Cauca,Estados Unidos,Cacao,5.12,19.23
2018,Mayo,Caldas,Guatemala,Cacao,0.37,1.44
2018,Mayo,Valle del Cauca,Guatemala,Cacao,3.3899999999999997,10.17
2018,Mayo,Bogotá,Hong Kong,Cacao,0.12,0.27
2018,Mayo,Bogotá,Japón,Cacao,13.24,62.26
2018,Mayo,Valle del Cauca,Otros,Cacao,90.37,122.26
2018,Mayo,Caldas,México,Cacao,1.8,3.96
2018,Mayo,Caldas,Nicaragua,Cacao,4.32,8.34
2018,Mayo,Antioquia,Panamá,Cacao,46.17,216.10000000000002
2018,Mayo,Caldas,Panamá,Cacao,4.96,15.26
2018,Mayo,Valle del Cauca,Panamá,Cacao,9.88,34.49
2018,Mayo,Antioquia,Perú,Cacao,101.64,330.38
2018,Mayo,Caldas,Perú,Cacao,11.88,24.32
2018,Mayo,Valle del Cauca,Perú,Cacao,11.05,34.57
2018,Mayo,Valle del Cauca,Puerto Rico,Cacao,5.84,26.49
2018,Mayo,Valle del Cauca,República Dominicana,Cacao,1.33,4.39
2018,Mayo,Antioquia,Ecuador,Cacao,123.12,522.43
2018,Mayo,Bogotá,Ecuador,Cacao,1,3.85
2018,Mayo,Caldas,Ecuador,Cacao,29.549999999999997,81.33999999999999
2018,Mayo,Valle del Cauca,Ecuador,Cacao,46.53,195.98
2018,Mayo,Bogotá,Argentina,Cacao,145.01,627.11
2018,Mayo,Bogotá,Australia,Cacao,0.1,0.15
2018,Mayo,Antioquia,Barbados,Cacao,1.2,4.4
2018,Mayo,Antioquia,Otros,Cacao,3.26,8.92
2018,Mayo,Antioquia,Costa Rica,Cacao,41.11000000000001,196.73000000000002
2018,Mayo,Caldas,Costa Rica,Cacao,3.8800000000000003,14.010000000000002
2018,Mayo,Bogotá,Cuba,Cacao,11.37,91.5
2018,Mayo,Antioquia,España,Cacao,0.48,5.6
2018,Mayo,Bogotá,España,Cacao,100.67,201.09
2018,Mayo,Antioquia,Estados Unidos,Cacao,81.58999999999999,525.6899999999999
2018,Mayo,Santander,Estados Unidos,Cacao,50,129.72
2018,Mayo,Bogotá,Francia,Cacao,40,288.34
2018,Mayo,Antioquia,Guatemala,Cacao,7.2299999999999995,52.2
2018,Marzo,Santander,Canadá,Cacao,100.08,202.56
2018,Mayo,Caldas,Otros,Cacao,0.09,0.44
2018,Mayo,Antioquia,Honduras,Cacao,0.83,6.24
2018,Mayo,Caldas,Honduras,Cacao,12.88,27.08
2018,Mayo,Santander,Otros,Cacao,100.08,276.5
2018,Mayo,Valle del Cauca,Jamaica,Cacao,3.12,9.62
2018,Mayo,Antioquia,México,Cacao,32.86,111.21000000000001
2018,Mayo,Bogotá,México,Cacao,24.11,130.28
2018,Mayo,Tolima,México,Cacao,25.02,52.54
2018,Mayo,Antioquia,Nicaragua,Cacao,0.22,0.67
2018,Mayo,Antioquia,Países Bajos,Cacao,40,224.99
2018,Mayo,Cundinamarca,Países Bajos,Cacao,25,60
2018,Mayo,Bogotá,Paraguay,Cacao,12.5,30.55
2018,Mayo,Caldas,Puerto Rico,Cacao,0.69,1.92
2018,Mayo,Antioquia,Reino Unido,Cacao,100,551.48
2018,Mayo,Caldas,República Dominicana,Cacao,9.32,31.619999999999997
2018,Mayo,Bogotá,Rusia   ,Cacao,39.96,139.32
2018,Mayo,Antioquia,Trinidad y Tobago,Cacao,14.36,46.82
2018,Mayo,Bogotá,Uruguay,Cacao,11,95.03
2018,Abril,Bogotá,Alemania,Cacao,2.02,31.02
2018,Abril,Bogotá,Argentina,Cacao,141.68,585.16
2018,Abril,Bogotá,Estados Unidos,Cacao,113.84,807.3799999999999
2018,Abril,Cauca,Estados Unidos,Cacao,0.12,5.14
2018,Abril,Bogotá,Trinidad y Tobago,Cacao,71.98,308.19
2018,Abril,Valle del Cauca,Bolivia,Cacao,0.89,6.03
2018,Abril,Valle del Cauca,Cuba,Cacao,2.13,10.39
2018,Abril,Antioquia,Chile,Cacao,86.42999999999999,259.6
2018,Abril,Caldas,Chile,Cacao,0.37,2.12
2018,Abril,Valle del Cauca,Chile,Cacao,21.94,54.5
2018,Abril,Valle del Cauca,China,Cacao,21.57,39.4
2018,Abril,Antioquia,El Salvador,Cacao,5.1899999999999995,13.549999999999999
2018,Abril,Valle del Cauca,El Salvador,Cacao,1.82,3.92
2018,Abril,Valle del Cauca,Emiratos Árabes,Cacao,39.86,67.39
2018,Abril,Valle del Cauca,Estados Unidos,Cacao,1.98,7.13
2018,Abril,Valle del Cauca,Guatemala,Cacao,1.25,4.94
2018,Abril,Caldas,Haití,Cacao,2.16,4.27
2018,Abril,Valle del Cauca,Haití,Cacao,41.79,67.84
2018,Abril,Valle del Cauca,Honduras,Cacao,1.78,5.96
2018,Abril,Valle del Cauca,Jamaica,Cacao,4.88,15.7
2018,Abril,Caldas,México,Cacao,2.74,5.96
2018,Abril,Caldas,Nicaragua,Cacao,3.96,7.64
2018,Abril,Bogotá,Panamá,Cacao,10.139999999999999,26.959999999999997
2018,Abril,Caldas,Panamá,Cacao,2.24,7.5600000000000005
2018,Abril,Valle del Cauca,Panamá,Cacao,5.64,16.54
2018,Abril,Antioquia,Perú,Cacao,164.05,418.89
2018,Abril,Caldas,Perú,Cacao,20.82,41.48
2018,Abril,Valle del Cauca,Perú,Cacao,22.22,65.62
2018,Abril,Valle del Cauca,Puerto Rico,Cacao,4.48,20.11
2018,Abril,Valle del Cauca,República Dominicana,Cacao,4.8,14.91
2018,Abril,Valle del Cauca,Otros,Cacao,148.33,216.39
2018,Abril,Valle del Cauca,Venezuela,Cacao,5.96,89.65
2018,Abril,Antioquia,Ecuador,Cacao,92.91,369.65
2018,Abril,Bogotá,Ecuador,Cacao,1,3.85
2018,Abril,Caldas,Ecuador,Cacao,29.66,75.83999999999999
2018,Abril,Valle del Cauca,Ecuador,Cacao,116.30000000000001,517.06
2018,Abril,Bogotá,Australia,Cacao,0.49,3.49
2018,Abril,Bogotá,Bélgica,Cacao,46.959999999999994,202.52
2018,Abril,Huila,Bélgica,Cacao,101.23,265.61
2018,Abril,Caldas,Otros,Cacao,0.29000000000000004,1.1
2018,Abril,Bogotá,Brasil,Cacao,2,5.12
2018,Abril,Santander,Canadá,Cacao,100.08,202.56
2018,Abril,Antioquia,Costa Rica,Cacao,46.39,211.4
2018,Abril,Bogotá,Costa Rica,Cacao,4,16.4
2018,Abril,Caldas,Costa Rica,Cacao,22.330000000000002,66.69
2018,Abril,Antioquia,Cuba,Cacao,3.61,8.09
2018,Abril,Caldas,Curazao,Cacao,0.07,0.19
2018,Abril,Antioquia,España,Cacao,7.05,34.69
2018,Abril,Bogotá,España,Cacao,104.91,231.22
2018,Abril,Bolívar,España,Cacao,0.34,1.7999999999999998
2018,Abril,Santander,España,Cacao,125.19,252.8
2018,Abril,Antioquia,Estados Unidos,Cacao,147.00000000000003,754.3699999999999
2018,Abril,Bolívar,Estados Unidos,Cacao,12.57,57.370000000000005
2018,Abril,Caldas,Estados Unidos,Cacao,0.91,5.82
2018,Abril,Santander,Estados Unidos,Cacao,25,51.25
2018,Abril,Bogotá,Francia,Cacao,60,303.78
2018,Abril,Antioquia,Guatemala,Cacao,0.57,3.18
2018,Abril,Antioquia,Honduras,Cacao,0.61,4.53
2018,Abril,Caldas,Honduras,Cacao,13.68,28.77
2018,Abril,Cundinamarca,Italia,Cacao,25,58.5
2018,Abril,Antioquia,Japón,Cacao,20,69
2018,Abril,Bogotá,Otros,Cacao,50,110.97
2018,Abril,Bogotá,México,Cacao,39.129999999999995,184.34
2018,Abril,Santander,México,Cacao,399.65,970.17
2018,Abril,Antioquia,Nicaragua,Cacao,0.72,3.8200000000000003
2018,Abril,Antioquia,Panamá,Cacao,68.04,296.21000000000004
2018,Abril,Antioquia,Reino Unido,Cacao,1.47,8.76
2018,Abril,Bogotá,Reino Unido,Cacao,38,139.95000000000002
2018,Abril,Caldas,República Dominicana,Cacao,14.5,45.18
2018,Abril,Bogotá,Rusia   ,Cacao,72.14000000000001,358.26
2018,Abril,Antioquia,Otros,Cacao,0.82,2.56
2018,Abril,Antioquia,Trinidad y Tobago,Cacao,4.47,13.71
2018,Abril,Bogotá,Curazao,Cacao,0.08,0.06
2018,Marzo,Bogotá,Alemania,Cacao,197.57,998.4499999999999
2018,Marzo,Bogotá,Corea,Cacao,0.11,0.6
2018,Marzo,Bogotá,Estados Unidos,Cacao,135.01999999999998,749.6999999999999
2018,Marzo,Cundinamarca,Francia,Cacao,0.15,0.08
2018,Marzo,Bogotá,Puerto Rico,Cacao,1,12.71
2018,Marzo,Tolima,Reino Unido,Cacao,0.5,2.68
2018,Marzo,Bogotá,Otros,Cacao,90.03,223.08
2018,Marzo,Bogotá,Trinidad y Tobago,Cacao,25,113.41
2018,Marzo,Valle del Cauca,Bolivia,Cacao,26.7,53.05
2018,Marzo,Valle del Cauca,Canadá,Cacao,0.83,2.24
2018,Marzo,Valle del Cauca,Costa Rica,Cacao,4.84,13.51
2018,Marzo,Antioquia,Chile,Cacao,110.91,383.9
2018,Marzo,Bogotá,Chile,Cacao,9.52,43.6
2018,Marzo,Valle del Cauca,Chile,Cacao,8.33,36.63
2018,Marzo,Valle del Cauca,Estados Unidos,Cacao,5.5,20.82
2018,Marzo,Valle del Cauca,Guatemala,Cacao,2.4400000000000004,9.709999999999999
2018,Marzo,Valle del Cauca,Haití,Cacao,42.82,69.51
2018,Marzo,Bogotá,Hong Kong,Cacao,1.2,5.58
2018,Marzo,Valle del Cauca,Jamaica,Cacao,4.18,12.3
2018,Marzo,Caldas,Nicaragua,Cacao,0.79,1.53
2018,Marzo,Antioquia,Panamá,Cacao,43.46,169.93
2018,Marzo,Bogotá,Panamá,Cacao,0.12,0.61
2018,Marzo,Caldas,Panamá,Cacao,4.54,13.02
2018,Marzo,Valle del Cauca,Panamá,Cacao,0.99,7.76
2018,Marzo,Caldas,Perú,Cacao,3.84,7.38
2018,Marzo,Cundinamarca,Perú,Cacao,0.24,0.32
2018,Marzo,Valle del Cauca,Perú,Cacao,17.77,54.53
2018,Marzo,Valle del Cauca,Puerto Rico,Cacao,9.69,40.36
2018,Marzo,Valle del Cauca,Reino Unido,Cacao,1.09,6.1
2018,Marzo,Valle del Cauca,República Dominicana,Cacao,2.58,8.42
2018,Marzo,Valle del Cauca,Otros,Cacao,89.24,122.91000000000001
2018,Marzo,Valle del Cauca,Venezuela,Cacao,2.83,67.08
2018,Marzo,Antioquia,Ecuador,Cacao,103.74000000000001,428.83000000000004
2018,Marzo,Bogotá,Ecuador,Cacao,1,3.85
2018,Marzo,Caldas,Ecuador,Cacao,21.5,54.27
2018,Marzo,Valle del Cauca,Ecuador,Cacao,77.15,338.82
2018,Marzo,Antioquia,Alemania,Cacao,160,875.97
2018,Marzo,Bogotá,Argentina,Cacao,62.47,200.15
2018,Marzo,Bogotá,Australia,Cacao,8.1,40.05
2018,Marzo,Bogotá,Bélgica,Cacao,42.709999999999994,158.78
2018,Marzo,Huila,Bélgica,Cacao,101.21,228.23
2018,Marzo,Antioquia,Bolivia,Cacao,5.140000000000001,15.64
2018,Marzo,Bogotá,Canadá,Cacao,15.909999999999998,71.88000000000001
2018,Marzo,Antioquia,Corea,Cacao,12,86.4
2018,Marzo,Antioquia,Costa Rica,Cacao,48.56999999999999,256.89000000000004
2018,Marzo,Caldas,Costa Rica,Cacao,18.23,65.6
2018,Marzo,Antioquia,El Salvador,Cacao,1.98,5.96
2018,Marzo,Antioquia,España,Cacao,101.44,209.44
2018,Marzo,Bogotá,España,Cacao,101.03,218.70000000000002
2018,Marzo,Valle del Cauca,España,Cacao,2.48,19.75
2018,Marzo,Antioquia,Estados Unidos,Cacao,156.78,669.6999999999999
2018,Febrero,Cundinamarca,Italia,Cacao,25,58.5
2018,Marzo,Bolívar,Estados Unidos,Cacao,25.08,118.88
2018,Marzo,Caldas,Estados Unidos,Cacao,2.6300000000000003,11.42
2018,Marzo,Antioquia,Guatemala,Cacao,1.35,4.5
2018,Marzo,Antioquia,Otros,Cacao,2.62,8.13
2018,Marzo,Antioquia,Honduras,Cacao,9.47,17.99
2018,Marzo,Caldas,Honduras,Cacao,3.68,7.75
2018,Marzo,Bogotá,Japón,Cacao,17.88,111.47
2018,Marzo,Antioquia,México,Cacao,31.860000000000003,117.51
2018,Marzo,Bogotá,México,Cacao,39.75,243.31
2018,Marzo,Caldas,México,Cacao,4.32,9.3
2018,Marzo,Santander,México,Cacao,449.6,1007.44
2018,Marzo,Tolima,México,Cacao,25.02,52.54
2018,Marzo,Cundinamarca,Países Bajos,Cacao,25,60.63
2018,Marzo,Bogotá,Paraguay,Cacao,12.5,30.55
2018,Marzo,Antioquia,Perú,Cacao,11.45,45.33
2018,Marzo,Caldas,Puerto Rico,Cacao,0.4,1.13
2018,Febrero,Huila,Italia,Cacao,24.89,59.06
2018,Marzo,Bogotá,Reino Unido,Cacao,40,144.66
2018,Marzo,Caldas,República Dominicana,Cacao,5.37,16.22
2018,Marzo,Bogotá,Rusia   ,Cacao,76.78,300.59000000000003
2018,Marzo,Antioquia,Singapur,Cacao,20,102
2018,Marzo,Risaralda,Venezuela,Cacao,0.08,1.36
2018,Marzo,Atlántico,Aruba,Cacao,0.06,0.38
2018,Marzo,Bogotá,Aruba,Cacao,0.03,0.11
2018,Febrero,Bogotá,Alemania,Cacao,32.95,90.74000000000001
2018,Febrero,Cauca,Bélgica,Cacao,0.13,6.18
2018,Febrero,Valle del Cauca,Costa Rica,Cacao,3.92,8.73
2018,Febrero,Quindío,Chile,Cacao,0.06,1.53
2018,Febrero,Bogotá,Taiwán- Provincia de China,Cacao,7.010000000000001,47.849999999999994
2018,Febrero,Cundinamarca,España,Cacao,0.07,1.14
2018,Febrero,Bogotá,Estados Unidos,Cacao,86.32,581.69
2018,Febrero,Risaralda,Estados Unidos,Cacao,0.02,0.36
2018,Febrero,Tolima,República Checa,Cacao,0.5,2.87
2018,Febrero,Bogotá,Argentina,Cacao,149.85,651.48
2018,Febrero,Bogotá,Emiratos Árabes,Cacao,10.17,51.129999999999995
2018,Febrero,Bogotá,Otros,Cacao,150.04,293.8
2018,Febrero,Bogotá,Rusia   ,Cacao,68.68,284.6
2018,Febrero,Bogotá,Trinidad y Tobago,Cacao,50.010000000000005,224.99
2018,Febrero,Valle del Cauca,Arabia Saudita,Cacao,1.96,4.52
2018,Febrero,Bogotá,Canadá,Cacao,150.28,282.98
2018,Febrero,Valle del Cauca,Canadá,Cacao,0.29,1.36
2018,Febrero,Valle del Cauca,Cuba,Cacao,0.03,0.1
2018,Febrero,Antioquia,Chile,Cacao,16.58,23.93
2018,Febrero,Bogotá,Chile,Cacao,10,50.230000000000004
2018,Febrero,Valle del Cauca,Chile,Cacao,31.13,116.99
2018,Febrero,Valle del Cauca,El Salvador,Cacao,0.99,3.27
2018,Febrero,Valle del Cauca,Emiratos Árabes,Cacao,35.26,57.38
2018,Febrero,Valle del Cauca,Estados Unidos,Cacao,2.2,8.3
2018,Febrero,Valle del Cauca,Guatemala,Cacao,2.98,7.76
2018,Febrero,Valle del Cauca,Otros,Cacao,111.24,150.44
2018,Febrero,Santander,Otros,Cacao,275.2,550.6600000000001
2018,Febrero,Bogotá,Japón,Cacao,17.68,79.05
2018,Febrero,Cauca,Japón,Cacao,1.28,25.3
2018,Febrero,Bogotá,Panamá,Cacao,10.01,38.28
2018,Febrero,Caldas,Panamá,Cacao,0.7200000000000001,2.64
2018,Febrero,Valle del Cauca,Panamá,Cacao,13.1,43.379999999999995
2018,Febrero,Bogotá,Perú,Cacao,18.98,78.64
2018,Febrero,Caldas,Perú,Cacao,23.21,45.7
2018,Febrero,Valle del Cauca,Perú,Cacao,17.03,53.67
2018,Febrero,Valle del Cauca,Puerto Rico,Cacao,2.63,9.99
2018,Febrero,Valle del Cauca,República Dominicana,Cacao,4.2,13.5
2018,Febrero,Antioquia,Ecuador,Cacao,164.6,751.84
2018,Febrero,Bogotá,Ecuador,Cacao,1,3.85
2018,Febrero,Caldas,Ecuador,Cacao,16.48,40.4
2018,Febrero,Valle del Cauca,Ecuador,Cacao,71.63,323.15999999999997
2018,Febrero,Valle del Cauca,Venezuela,Cacao,11.63,5237.1
2018,Febrero,Antioquia,Alemania,Cacao,40,223.2
2018,Febrero,Antioquia,Aruba,Cacao,3.95,12.540000000000001
2018,Febrero,Santander,Argentina,Cacao,24.98,58.95
2018,Febrero,Antioquia,Barbados,Cacao,1.13,3.43
2018,Febrero,Huila,Bélgica,Cacao,101.04,228.23
2018,Febrero,Antioquia,Canadá,Cacao,5.91,23.270000000000003
2018,Febrero,Santander,Canadá,Cacao,100.08,200.16
2018,Febrero,Antioquia,Costa Rica,Cacao,45.68,184.35
2018,Febrero,Caldas,Costa Rica,Cacao,9.120000000000001,24.65
2018,Febrero,Antioquia,El Salvador,Cacao,3.16,10.059999999999999
2018,Febrero,Antioquia,España,Cacao,4.19,27.01
2018,Febrero,Bogotá,España,Cacao,1.35,7.37
2018,Febrero,Antioquia,Estados Unidos,Cacao,290.99,1040.8500000000001
2018,Febrero,Bogotá,Francia,Cacao,13.02,52
2018,Febrero,Antioquia,Guatemala,Cacao,3.44,13.43
2018,Febrero,Antioquia,Otros,Cacao,5.15,15.37
2018,Febrero,Antioquia,Haití,Cacao,5.72,15.84
2018,Febrero,Caldas,Honduras,Cacao,9.36,19.68
2018,Febrero,Antioquia,Jamaica,Cacao,11.11,35.35
2018,Febrero,Valle del Cauca,Jamaica,Cacao,8.68,28.68
2018,Febrero,Antioquia,México,Cacao,25.560000000000002,89.68
2018,Febrero,Bogotá,México,Cacao,47.6,286.57
2018,Febrero,Santander,México,Cacao,99.91,209.77
2018,Febrero,Bogotá,Países Bajos,Cacao,10.12,29.5
2018,Febrero,Antioquia,Panamá,Cacao,57.910000000000004,240.65
2018,Febrero,Bogotá,Paraguay,Cacao,12.5,30.55
2018,Febrero,Antioquia,Perú,Cacao,150.68,356.37
2018,Febrero,Caldas,Puerto Rico,Cacao,0.69,1.92
2018,Febrero,Bogotá,Reino Unido,Cacao,10,44.4
2018,Febrero,Caldas,República Dominicana,Cacao,29.049999999999997,89.62
