anio,mes,origen,destino,producto,toneladas,precio
2018,Febrero,Cauca,España,Café,19.26,65.02
2018,Febrero,Huila,España,Café,788.22,3144.91
2018,Febrero,Santander,España,Café,164.1,597.09
2018,Febrero,Tolima,España,Café,19.23,59.78
2018,Febrero,Bogotá,Otros,Café,38.41,121.91
2018,Febrero,Cundinamarca,Francia,Café,19.21,95.62
2018,Febrero,Quindío,Francia,Café,19.17,64.52
2018,Febrero,Risaralda,Francia,Café,108.13,324.67
2018,Febrero,Santander,Francia,Café,123.74,388.73
2018,Febrero,Tolima,Francia,Café,104.84,340.81
2018,Febrero,Valle del Cauca,Francia,Café,5.7,47.42
2018,Febrero,Huila,Grecia,Café,19.21,63.82
2018,Febrero,Risaralda,Grecia,Café,19.28,61.76
2018,Febrero,Antioquia,Guatemala,Café,6.62,53.54
2018,Febrero,Antioquia,Italia,Café,146.73000000000002,448.1
2018,Febrero,Bogotá,Italia,Café,59.74,190.47
2018,Febrero,Cundinamarca,Italia,Café,79.23,249.92
2018,Febrero,Quindío,Italia,Café,19.18,71.14
2018,Febrero,Risaralda,Italia,Café,57.7,181.92
2018,Febrero,Santander,Italia,Café,180.61,601.1
2018,Febrero,Antioquia,México,Café,3.54,106.34
2018,Febrero,Bogotá,México,Café,40.080000000000005,196.35
2018,Febrero,Huila,México,Café,17.52,56.13
2018,Febrero,Santander,México,Café,57.59,177.24
2018,Febrero,Tolima,México,Café,6.48,65.77
2018,Febrero,Cundinamarca,Noruega,Café,19.17,60.2
2018,Febrero,Antioquia,Nueva Zelandia,Café,19.28,60.78
2018,Febrero,Caldas,Países Bajos,Café,104.65,346.59
2018,Febrero,Santander,Países Bajos,Café,1.28,6.88
2018,Febrero,Antioquia,Perú,Café,14.3,119.23
2018,Febrero,Antioquia,Polonia,Café,19.23,59.34
2018,Febrero,Santander,Portugal,Café,57.64,174.22
2018,Febrero,Antioquia,Puerto Rico,Café,1.52,21.14
2018,Febrero,Caldas,Reino Unido,Café,51.86,274.84000000000003
2018,Febrero,Santander,Reino Unido,Café,74.11,280.98
2018,Febrero,Valle del Cauca,República Dominicana,Café,0.83,9.43
2018,Febrero,Antioquia,Rumania,Café,57.88,184.18
2018,Febrero,Santander,Rusia   ,Café,19.24,65.74
2018,Febrero,Antioquia,Trinidad y Tobago,Café,1.6,23.19
2018,Febrero,Bogotá,Trinidad y Tobago,Café,2.79,48.19
2018,Febrero,Atlántico,Panamá,Café,0.02,0.38
2018,Febrero,Valle del Cauca,Bahrein,Café,0.63,7.65
2018,Enero,Bogotá,Alemania,Café,0.21,1.47
2018,Enero,Caldas,Alemania,Café,1983.2,7477.349999999999
2018,Enero,Cundinamarca,Alemania,Café,78.58,241.37
2018,Enero,Risaralda,Aruba,Café,6.18,44.39
2018,Enero,Cundinamarca,Australia,Café,38.59,131.81
2018,Enero,Bogotá,Bolivia,Café,0.43,5.85
2018,Enero,Bogotá,Canadá,Café,65.22,226.94
2018,Enero,Cundinamarca,Corea,Café,139.82000000000002,441.39000000000004
2018,Enero,Bogotá,Chile,Café,1.22,21
2018,Enero,Bogotá,China,Café,35.56,116.12
2018,Enero,Cauca,China,Café,31.799999999999997,119.91
2018,Enero,Bogotá,Taiwán- Provincia de China,Café,2,29.56
2018,Enero,Caldas,Taiwán- Provincia de China,Café,22.4,140.91
2018,Enero,Cundinamarca,Taiwán- Provincia de China,Café,0.33,18.98
2018,Enero,Cundinamarca,Otros,Café,19.259999999999998,63.080000000000005
2018,Enero,Quindío,El Salvador,Café,1.77,21.48
2018,Enero,Bogotá,Emiratos Árabes,Café,1.02,10.299999999999999
2018,Enero,Antioquia,Estados Unidos,Café,5721.75,22686.649999999994
2018,Enero,Bogotá,Estados Unidos,Café,794.5,2683.94
2018,Enero,Caldas,Estados Unidos,Café,5781.47,20236.77
2018,Enero,Cauca,Estados Unidos,Café,1168.87,4024.72
2018,Enero,Cundinamarca,Estados Unidos,Café,747.03,2399.34
2018,Enero,Bogotá,Hong Kong,Café,0.19,2.16
2018,Enero,Bogotá,Japón,Café,3.64,12.53
2018,Enero,Cundinamarca,Japón,Café,198.77,719.63
2018,Enero,Tolima,Japón,Café,54.35,199.06
2018,Enero,Bogotá,Países Bajos,Café,0.21,6.12
2018,Enero,Bogotá,Panamá,Café,3.36,32.16
2018,Enero,Bogotá,Paraguay,Café,0.12000000000000001,2
2018,Enero,Bogotá,Perú,Café,3.9299999999999997,80.75999999999999
2018,Enero,Quindío,Perú,Café,1.92,23.36
2018,Enero,Bogotá,Reino Unido,Café,82.13,261.21000000000004
2018,Enero,Bogotá,Uruguay,Café,0.46,3.9
2018,Enero,Caldas,Ecuador,Café,67.32,1412.22
2018,Enero,Quindío,Estados Unidos,Café,3653.6200000000003,12226.949999999999
2018,Enero,Antioquia,Alemania,Café,1286.77,4089.5
2018,Enero,Magdalena,Alemania,Café,38.55,166.43
2018,Enero,Santander,Alemania,Café,250.48000000000002,751.17
2018,Enero,Magdalena,Australia,Café,19.33,89.8
2018,Enero,Antioquia,Bélgica,Café,504.5,1643.05
2018,Enero,Bogotá,Bélgica,Café,392.98,1341.5900000000001
2018,Enero,Caldas,Bélgica,Café,1967.6299999999999,7296.8099999999995
2018,Enero,Huila,Bélgica,Café,693.3799999999999,2802.58
2018,Enero,Santander,Bélgica,Café,176.18,777.16
2018,Enero,Huila,Canadá,Café,1057.56,3382.5299999999997
2018,Enero,Santander,Canadá,Café,846.89,2647.6000000000004
2018,Enero,Magdalena,Corea,Café,17.54,72.88
2018,Enero,Cesar,Estados Unidos,Café,17.52,72.78
2018,Enero,Huila,Estados Unidos,Café,5409.179999999999,18178.78
2018,Enero,Magdalena,Estados Unidos,Café,306.15,1128.71
2018,Enero,Risaralda,Estados Unidos,Café,5877.22,19042.579999999998
2018,Enero,Santander,Estados Unidos,Café,1287.1799999999998,4215.24
2018,Enero,Tolima,Estados Unidos,Café,2025.19,7165.84
2018,Enero,Valle del Cauca,Estados Unidos,Café,2203.2,7376.07
2018,Enero,Magdalena,Japón,Café,54.68,221.96
2018,Enero,Valle del Cauca,Otros,Café,96.05,307.8
2018,Enero,Antioquia,Países Bajos,Café,85.42999999999999,454.24
2018,Enero,Caldas,Países Bajos,Café,251.24,927.8399999999999
2018,Enero,Santander,Suiza,Café,314.83,1388.13
2018,Enero,Cauca,Alemania,Café,264.32,951.32
2018,Enero,Huila,Alemania,Café,829.0699999999999,2572.54
2018,Enero,Quindío,Alemania,Café,1295.31,4292.42
2018,Enero,Risaralda,Alemania,Café,701.9200000000001,2183.2799999999997
2018,Enero,Tolima,Alemania,Café,256.76,1172.21
2018,Enero,Valle del Cauca,Alemania,Café,421.32,1303.24
2018,Enero,Cauca,Arabia Saudita,Café,38.29,132.45
2018,Enero,Risaralda,Arabia Saudita,Café,19.2,63.4
2018,Enero,Valle del Cauca,Arabia Saudita,Café,1.99,26.13
2018,Enero,Antioquia,Australia,Café,255.21,908.59
2018,Enero,Bogotá,Australia,Café,7.57,49.1
2018,Enero,Caldas,Australia,Café,86.73,423.43
2018,Enero,Cauca,Australia,Café,153.69,647.8499999999999
2018,Enero,Huila,Australia,Café,155.85,534.56
2018,Enero,Nariño,Australia,Café,57.42,189.32
2018,Enero,Quindío,Australia,Café,147.03,639.27
2018,Enero,Risaralda,Australia,Café,39.85,126.99
2018,Enero,Tolima,Australia,Café,19.26,63.99
2018,Enero,Valle del Cauca,Australia,Café,80.11,251.89
2018,Enero,Atlántico,Bélgica,Café,20.91,70.65
2018,Enero,Cauca,Bélgica,Café,20.98,65.22
2018,Enero,Cundinamarca,Bélgica,Café,245.75,1021.52
2018,Enero,Nariño,Bélgica,Café,38.33,152.93
2018,Enero,Quindío,Bélgica,Café,494.09,1527.77
2018,Enero,Risaralda,Bélgica,Café,46.95,168.02
2018,Enero,Valle del Cauca,Bélgica,Café,264,873.5
2018,Enero,Valle del Cauca,Bolivia,Café,1.41,26.1
2018,Enero,Antioquia,Canadá,Café,805.11,2616.75
2018,Enero,Caldas,Canadá,Café,1019.6199999999999,3329.87
2018,Enero,Cauca,Canadá,Café,143.36,501.09000000000003
2018,Enero,Quindío,Canadá,Café,249.8,848.23
2018,Enero,Risaralda,Canadá,Café,282.7,910.78
2018,Enero,Tolima,Canadá,Café,38.54,153.85
2018,Enero,Valle del Cauca,Canadá,Café,384.07,1242.2
2018,Enero,Antioquia,Corea,Café,394.73,1482.55
2018,Enero,Caldas,Corea,Café,1042.47,3283.37
2018,Enero,Cauca,Corea,Café,115.5,388.86
2018,Enero,Huila,Corea,Café,522.58,1679.32
2018,Enero,Nariño,Corea,Café,19.25,78.51
2018,Enero,Quindío,Corea,Café,578.37,2009.79
2018,Enero,Risaralda,Corea,Café,151.02,514.99
2018,Enero,Santander,Corea,Café,19.22,65.79
2018,Enero,Tolima,Corea,Café,413.35999999999996,1357.55
2018,Enero,Valle del Cauca,Corea,Café,300.8,1031.55
2018,Enero,Caldas,Costa Rica,Café,1.96,53.76
2018,Enero,Caldas,Chile,Café,56.67,478.32
2018,Enero,Cundinamarca,Chile,Café,51.68,429.41
2018,Enero,Valle del Cauca,Chile,Café,2.17,13.41
2018,Enero,Antioquia,China,Café,39.65,281.83
2018,Enero,Caldas,China,Café,18,62.49
2018,Enero,Huila,China,Café,58.45,199.55
2018,Enero,Quindío,China,Café,83.42,318.28
2018,Enero,Risaralda,China,Café,12.27,40.05
2018,Enero,Tolima,China,Café,57.75,206
2018,Enero,Antioquia,Taiwán- Provincia de China,Café,11.45,61.72
2018,Enero,Cauca,Taiwán- Provincia de China,Café,115.54,332.42
2018,Enero,Huila,Taiwán- Provincia de China,Café,57.77,185.22
2018,Enero,Quindío,Taiwán- Provincia de China,Café,211.87,695.99
2018,Enero,Risaralda,Taiwán- Provincia de China,Café,96.19,329.72
2018,Enero,Valle del Cauca,Taiwán- Provincia de China,Café,9.88,145.25
2018,Enero,Huila,Otros,Café,321.46000000000004,1023.1499999999999
2018,Enero,Risaralda,Otros,Café,38.47,134.51999999999998
2018,Enero,Caldas,Emiratos Árabes,Café,19.44,92.77
2018,Enero,Antioquia,España,Café,435.58,1385.55
2018,Enero,Caldas,España,Café,177.73000000000002,555.51
2018,Enero,Quindío,España,Café,276.95,861.62
2018,Enero,Risaralda,España,Café,96.05,308.13
2018,Enero,Valle del Cauca,España,Café,10,61.69
2018,Enero,Nariño,Estados Unidos,Café,780.78,2652.31
2018,Enero,Caldas,Finlandia,Café,240.27,951.29
2018,Enero,Huila,Finlandia,Café,314.81,1011.4200000000001
2018,Enero,Nariño,Finlandia,Café,20.97,66.1
2018,Enero,Tolima,Finlandia,Café,104.87,346.58
2018,Enero,Valle del Cauca,Finlandia,Café,60.84,191.44
2018,Enero,Caldas,Francia,Café,35.22,161.63
2018,Enero,Cauca,Francia,Café,144.85,465.66999999999996
2018,Enero,Huila,Francia,Café,97.75,306.27
2018,Enero,Risaralda,Francia,Café,100.73,313.29
2018,Enero,Cauca,Grecia,Café,39.92,130.32
2018,Enero,Risaralda,Grecia,Café,19.94,58.91
2018,Enero,Cauca,Otros,Café,118.85,415.08000000000004
2018,Enero,Antioquia,Israel,Café,59.06,187.47
2018,Enero,Caldas,Israel,Café,59.18,198.35
2018,Enero,Quindío,Israel,Café,77.14,255.87
2018,Enero,Risaralda,Israel,Café,346.18,1141.27
2018,Enero,Valle del Cauca,Israel,Café,19.33,61.04
2018,Enero,Antioquia,Italia,Café,396.51,1259.78
2018,Enero,Caldas,Italia,Café,155.95,534.12
2018,Enero,Cauca,Italia,Café,117.47999999999999,399.04
2018,Enero,Huila,Italia,Café,39.19,123.72
2018,Enero,Quindío,Italia,Café,179.58,540.1700000000001
2018,Enero,Risaralda,Italia,Café,224.89,718.3199999999999
2018,Enero,Valle del Cauca,Italia,Café,353.06,1381.58
2018,Enero,Antioquia,Japón,Café,1021.52,3800.2200000000003
2018,Enero,Caldas,Japón,Café,644.13,2502.85
2018,Enero,Cauca,Japón,Café,234.28,736.18
2018,Enero,Huila,Japón,Café,1397.38,4485.44
2018,Enero,Nariño,Japón,Café,19.22,79.74
2018,Enero,Quindío,Japón,Café,638.99,2081.83
2018,Enero,Risaralda,Japón,Café,379.66,1160.59
2018,Enero,Valle del Cauca,Japón,Café,148.34,501.06
2018,Enero,Antioquia,Otros,Café,221.7,1050.97
2018,Enero,Quindío,Otros,Café,270.21,896.95
2018,Enero,Caldas,Otros,Café,258.18,889.4599999999999
2018,Enero,Quindío,México,Café,57.68,239.79
2018,Enero,Risaralda,México,Café,19.21,61.27
2018,Enero,Valle del Cauca,México,Café,19.21,53.21
2018,Enero,Antioquia,Noruega,Café,225.42,694.1099999999999
2018,Enero,Huila,Noruega,Café,594.73,1845.15
2018,Enero,Quindío,Noruega,Café,267.17,843.69
2018,Enero,Valle del Cauca,Noruega,Café,104.73,319.21
2018,Enero,Cauca,Nueva Zelandia,Café,58.31,212.8
2018,Enero,Huila,Nueva Zelandia,Café,19.26,66.1
2018,Enero,Nariño,Nueva Zelandia,Café,19.19,67.86
2018,Enero,Quindío,Nueva Zelandia,Café,77.9,255.39
2018,Enero,Risaralda,Nueva Zelandia,Café,19.27,62.22
2018,Enero,Valle del Cauca,Nueva Zelandia,Café,38.63,141.84
2018,Enero,Huila,Países Bajos,Café,63,196.4
2018,Enero,Nariño,Países Bajos,Café,134.11,482.66
2018,Enero,Quindío,Países Bajos,Café,42.03,129.99
2018,Enero,Tolima,Países Bajos,Café,101.28,328.32
2018,Enero,Valle del Cauca,Países Bajos,Café,21.09,65.89
2018,Enero,Cundinamarca,Perú,Café,23.76,193.89
2018,Enero,Risaralda,Perú,Café,1.93,30.77
2018,Enero,Valle del Cauca,Perú,Café,7.78,84.46
2018,Enero,Antioquia,Polonia,Café,38.29,130.37
2018,Enero,Caldas,Polonia,Café,107.80000000000001,1070.5
2018,Enero,Bogotá,Portugal,Café,86.85,276.41
2018,Enero,Tolima,Portugal,Café,39.78,121.55000000000001
2018,Enero,Antioquia,Reino Unido,Café,498.20000000000005,1789.18
2018,Enero,Caldas,Reino Unido,Café,287.78999999999996,1061.56
2018,Enero,Cauca,Reino Unido,Café,31.2,134.75
2018,Enero,Cundinamarca,Reino Unido,Café,48.27,163.84
2018,Enero,Huila,Reino Unido,Café,159.32,656.9
2018,Enero,Quindío,Reino Unido,Café,75.24,297.92
2018,Enero,Tolima,Reino Unido,Café,57.69,182.44
2018,Enero,Valle del Cauca,Reino Unido,Café,86.16,347.43
2018,Enero,Antioquia,Rumania,Café,39.95,133.42
2018,Enero,Huila,Rumania,Café,38.59,128.33
2018,Enero,Antioquia,Rusia   ,Café,38.46,128.4
2018,Enero,Caldas,Rusia   ,Café,92.01,426.95
2018,Enero,Quindío,Rusia   ,Café,66.48,218.58
2018,Enero,Risaralda,Rusia   ,Café,91.76,292.5
2018,Enero,Valle del Cauca,Rusia   ,Café,13.96,48.6
2018,Enero,Antioquia,Suecia,Café,61.78,228.88
2018,Enero,Huila,Suecia,Café,20.98,64.85
2018,Enero,Quindío,Suecia,Café,83.87,263.55
2018,Enero,Valle del Cauca,Suecia,Café,83.75,261.78
2018,Enero,Antioquia,Ecuador,Café,40.669999999999995,651.06
2018,Enero,Bogotá,Ecuador,Café,8.870000000000001,121.3
2018,Enero,Antioquia,Aruba,Café,8.49,93.38
2018,Enero,Antioquia,Argentina,Café,14.19,109.87
2018,Enero,Santander,Australia,Café,59.01,345.27
2018,Enero,Antioquia,Brasil,Café,4.83,38.269999999999996
2018,Enero,Cundinamarca,Canadá,Café,38.48,123.85
2018,Enero,Antioquia,Costa Rica,Café,14.22,73.21000000000001
2018,Enero,Antioquia,Curazao,Café,1.57,16.58
2018,Enero,Antioquia,Chile,Café,13.47,167.55
2018,Enero,Antioquia,El Salvador,Café,2.7800000000000002,28.089999999999996
2018,Enero,Antioquia,Emiratos Árabes,Café,18.88,287
2018,Enero,Bogotá,España,Café,5.03,44.730000000000004
2018,Enero,Cauca,España,Café,19.31,91.52
2018,Enero,Cundinamarca,España,Café,96.33,312.19
2018,Enero,Huila,España,Café,432.83,1682.41
2018,Enero,Santander,España,Café,41.82,154.77
2018,Enero,Meta,Estados Unidos,Café,12.19,102.45
2018,Enero,Antioquia,Finlandia,Café,83.81,267.45
2018,Enero,Antioquia,Francia,Café,8.33,74.24
2018,Enero,Bogotá,Francia,Café,104.91,336.22
2018,Enero,Santander,Francia,Café,124.95,414.75
2018,Enero,Tolima,Francia,Café,58.46,196.57
2018,Enero,Valle del Cauca,Francia,Café,7.6,63.23
2018,Enero,Cundinamarca,Grecia,Café,19.97,66.31
2018,Enero,Valle del Cauca,Grecia,Café,12.91,78.49
2018,Enero,Antioquia,Guatemala,Café,4.81,33.72
2018,Enero,Antioquia,Honduras,Café,8.1,58.510000000000005
2018,Enero,Cauca,Israel,Café,19.95,64.66
2018,Enero,Santander,Israel,Café,38.61,352.82
2018,Enero,Tolima,Israel,Café,38.35,122.61
2018,Enero,Santander,Italia,Café,223.67,703.93
2018,Enero,Tolima,Italia,Café,19.97,63.89
2017,Diciembre,Bogotá,Chile,Café,23.25,607.08
2018,Enero,Santander,Japón,Café,112.72,543.73
2018,Enero,Bogotá,México,Café,3.58,44.64
2018,Enero,Caldas,México,Café,41.33,616.26
2018,Enero,Santander,México,Café,19.25,55.56
2018,Enero,Tolima,México,Café,4.32,43.85
2018,Enero,Antioquia,Nicaragua,Café,3.51,37.36
2018,Enero,Antioquia,Nueva Zelandia,Café,19.23,63.66
2018,Enero,Antioquia,Panamá,Café,30.300000000000004,155.39000000000001
2018,Enero,Antioquia,Paraguay,Café,2.65,46.87
2018,Enero,Antioquia,Perú,Café,9.25,121.10000000000001
2018,Enero,Risaralda,Polonia,Café,41.94,126.66
2018,Enero,Antioquia,Portugal,Café,21.02,64.87
2018,Enero,Quindío,Portugal,Café,38.49,112.45
2018,Enero,Santander,Portugal,Café,21.63,67.52
2018,Enero,Antioquia,Puerto Rico,Café,6.609999999999999,67.34
2018,Enero,Valle del Cauca,República Dominicana,Café,1.01,8.83
2018,Enero,Tolima,Rumania,Café,20.96,63.32
2018,Enero,Bogotá,Rusia   ,Café,19.21,61.35
2018,Enero,Santander,Rusia   ,Café,19.97,64.35
2018,Enero,Caldas,Suecia,Café,124.48,411.44
2018,Enero,Santander,Suecia,Café,20.02,69.64
2018,Enero,Tolima,Suecia,Café,62.89,184.74
2018,Enero,Huila,Suiza,Café,1.46,9.84
2018,Enero,Antioquia,Trinidad y Tobago,Café,14.489999999999998,152.32999999999998
2018,Enero,Antioquia,Uruguay,Café,4.03,45.02
2018,Enero,Valle del Cauca,China,Café,0.55,20.05
2018,Enero,Cundinamarca,Ecuador,Café,3.61,45.71
2018,Enero,Antioquia,Bahrein,Café,0.6699999999999999,6.699999999999999
2017,Diciembre,Bogotá,Alemania,Café,1.04,13.7
2017,Diciembre,Quindío,Alemania,Café,666.6800000000001,2241.0099999999998
2017,Diciembre,Risaralda,Aruba,Café,1,7.21
2017,Diciembre,Bogotá,Australia,Café,57.58,147.97
2017,Diciembre,Bogotá,Bolivia,Café,3.05,65.17
2017,Diciembre,Antioquia,Canadá,Café,484.74,1695.64
2017,Diciembre,Cauca,Corea,Café,36.160000000000004,143.29
2017,Diciembre,Huila,Corea,Café,555.9399999999999,1812.75
2017,Diciembre,Bogotá,Costa Rica,Café,0.5,11.52
2017,Diciembre,Quindío,Chile,Café,0.19,8.04
2017,Diciembre,Bogotá,China,Café,0.24,4.61
2017,Diciembre,Cauca,China,Café,2.56,21.24
2017,Diciembre,Bogotá,Taiwán- Provincia de China,Café,1.84,32.68
2017,Diciembre,Cundinamarca,Ecuador,Café,0.03,0.47
2017,Diciembre,Quindío,El Salvador,Café,1.96,23.72
2017,Diciembre,Valle del Cauca,Emiratos Árabes,Café,0.06,0.24
2017,Diciembre,Bogotá,España,Café,1.25,6.84
2017,Diciembre,Quindío,España,Café,84.77,262.81
2017,Diciembre,Bogotá,Estados Unidos,Café,318.99000000000007,1198.1
2017,Diciembre,Caldas,Estados Unidos,Café,5209.870000000001,18125.48
2017,Diciembre,Cundinamarca,Estados Unidos,Café,529.53,1861.1500000000003
2017,Diciembre,Quindío,Estados Unidos,Café,1805.0400000000002,6237.57
2017,Diciembre,Risaralda,Estados Unidos,Café,3539.74,11475.17
2017,Diciembre,Huila,Francia,Café,143.52,469.29
2017,Diciembre,Tolima,Japón,Café,230.43,831.9599999999999
2017,Diciembre,Bogotá,Kuwait,Café,0.31,4.45
2017,Diciembre,Bogotá,Panamá,Café,3.92,37.52
2017,Diciembre,Bogotá,Paraguay,Café,2.62,78.83
2017,Diciembre,Quindío,Perú,Café,1.46,18.310000000000002
2017,Diciembre,Bogotá,Reino Unido,Café,0.88,11.33
2017,Diciembre,Bogotá,Rusia   ,Café,38.760000000000005,129.18
2017,Diciembre,Bogotá,Uruguay,Café,4.11,79.80000000000001
2017,Diciembre,Magdalena,Alemania,Café,40.35,171.09
2017,Diciembre,Magdalena,Australia,Café,38.08,172.89
2017,Diciembre,Santander,Australia,Café,21.05,65.44
2017,Diciembre,Antioquia,Bélgica,Café,515.46,1764.44
2017,Diciembre,Caldas,Bélgica,Café,1699.2499999999998,6843.93
2017,Diciembre,Huila,Bélgica,Café,363.79999999999995,1365.19
2017,Diciembre,Huila,Canadá,Café,1072.1999999999998,3540.34
2017,Diciembre,Magdalena,Canadá,Café,173.37,641.4
2017,Diciembre,Quindío,Canadá,Café,403.98,1384.4099999999999
2017,Diciembre,Magdalena,Corea,Café,17.51,96.25
2017,Diciembre,Antioquia,Estados Unidos,Café,4533.34,16992.199999999997
2017,Diciembre,Cauca,Estados Unidos,Café,1557.3700000000001,5297.69
2017,Diciembre,Cesar,Estados Unidos,Café,57.68,167.99
2017,Diciembre,Huila,Estados Unidos,Café,4793.54,16212.07
2017,Diciembre,Magdalena,Estados Unidos,Café,269.77,1105.56
2017,Diciembre,Santander,Estados Unidos,Café,884.75,2961.3
2017,Diciembre,Tolima,Estados Unidos,Café,1418.1800000000003,5939.2699999999995
2017,Diciembre,Santander,Finlandia,Café,105.12,336.95
2017,Diciembre,Magdalena,México,Café,17.57,78.49
2017,Diciembre,Antioquia,Noruega,Café,199.29,608.52
2017,Diciembre,Magdalena,Nueva Zelandia,Café,19.3,92.51
2017,Diciembre,Caldas,Países Bajos,Café,106.98,362.8
2017,Diciembre,Huila,Suiza,Café,20.99,90.7
2017,Diciembre,Antioquia,Alemania,Café,1351.2,4509.76
2017,Diciembre,Caldas,Alemania,Café,1538.56,6265.240000000001
2017,Diciembre,Cauca,Alemania,Café,118.27,444.97
2017,Diciembre,Huila,Alemania,Café,848.01,2657
2017,Diciembre,Nariño,Alemania,Café,14.2,103.45
2017,Diciembre,Risaralda,Alemania,Café,373.97,1220.94
2017,Diciembre,Tolima,Alemania,Café,222.02,694.8
2017,Diciembre,Valle del Cauca,Alemania,Café,440.5,1456.4499999999998
2017,Diciembre,Antioquia,Australia,Café,70.66000000000001,289.06
2017,Diciembre,Cauca,Australia,Café,161.93,674.23
2017,Diciembre,Huila,Australia,Café,99.53,336.46
2017,Diciembre,Nariño,Australia,Café,96.59,323.36
2017,Diciembre,Quindío,Australia,Café,139.45,532.1600000000001
2017,Diciembre,Risaralda,Australia,Café,134.8,440.04
2017,Diciembre,Valle del Cauca,Australia,Café,78.28,261.77
2017,Diciembre,Cauca,Bélgica,Café,41.99,125.91
2017,Diciembre,Cundinamarca,Bélgica,Café,50.42999999999999,192.23
2017,Diciembre,Nariño,Bélgica,Café,104.88,353.3
2017,Diciembre,Quindío,Bélgica,Café,41.94,135.82
2017,Diciembre,Risaralda,Bélgica,Café,38.45,119.36
2017,Diciembre,Valle del Cauca,Bélgica,Café,208.47,693.18
2017,Diciembre,Cundinamarca,Bolivia,Café,2.77,46.9
2017,Diciembre,Bogotá,Canadá,Café,96.28,321
2017,Diciembre,Caldas,Canadá,Café,1079.8100000000002,3706.76
2017,Diciembre,Cauca,Canadá,Café,153.85999999999999,505.47
2017,Diciembre,Cundinamarca,Canadá,Café,154.32,532.87
2017,Diciembre,Risaralda,Canadá,Café,247.95,768.09
2017,Diciembre,Tolima,Canadá,Café,327.37,1034.56
2017,Diciembre,Valle del Cauca,Canadá,Café,288.43,942.36
2017,Diciembre,Antioquia,Corea,Café,312.48,1367.0900000000001
2017,Diciembre,Caldas,Corea,Café,723.13,1895.6
2017,Diciembre,Nariño,Corea,Café,19.22,65.27
2017,Diciembre,Quindío,Corea,Café,131.2,513.5
2017,Diciembre,Risaralda,Corea,Café,499.72,1555.13
2017,Diciembre,Santander,Corea,Café,19.25,64.82
2017,Diciembre,Valle del Cauca,Corea,Café,19.18,64.76
2017,Diciembre,Caldas,Chile,Café,38.56,699.36
2017,Diciembre,Valle del Cauca,Chile,Café,1.1099999999999999,6.86
2017,Diciembre,Antioquia,China,Café,19.25,62.76
2017,Diciembre,Caldas,China,Café,56.81,441.43
2017,Diciembre,Huila,China,Café,78.86,269.56
2017,Diciembre,Quindío,China,Café,12.23,65.43
2017,Diciembre,Risaralda,China,Café,19.29,60.41
2017,Diciembre,Tolima,China,Café,53.019999999999996,687.69
2017,Diciembre,Antioquia,Taiwán- Provincia de China,Café,5.05,78.41
2017,Diciembre,Caldas,Taiwán- Provincia de China,Café,4.5,36.81
2017,Diciembre,Huila,Taiwán- Provincia de China,Café,114.8,373.59
2017,Diciembre,Nariño,Taiwán- Provincia de China,Café,28.14,108.72
2017,Diciembre,Quindío,Taiwán- Provincia de China,Café,17.65,58.97
2017,Diciembre,Risaralda,Taiwán- Provincia de China,Café,39.38,135.85
2017,Diciembre,Valle del Cauca,Taiwán- Provincia de China,Café,15.7,120.43
2017,Diciembre,Risaralda,Otros,Café,289.99,986.3400000000001
2017,Diciembre,Tolima,Ecuador,Café,6.61,46.78
2017,Diciembre,Bogotá,El Salvador,Café,7.05,209.42
2017,Diciembre,Caldas,Emiratos Árabes,Café,19.27,69.97
2017,Diciembre,Antioquia,España,Café,356.14,1125.97
2017,Diciembre,Huila,España,Café,723.8699999999999,2763.3399999999997
2017,Diciembre,Cauca,Otros,Café,19.97,61.86
2017,Diciembre,Nariño,Estados Unidos,Café,881.13,3053.16
2017,Diciembre,Valle del Cauca,Estados Unidos,Café,905.73,3080.1800000000003
2017,Diciembre,Cundinamarca,Finlandia,Café,62.97,212.83
2017,Diciembre,Huila,Finlandia,Café,20.99,67.16
2017,Diciembre,Risaralda,Finlandia,Café,77,226.72
2017,Diciembre,Caldas,Grecia,Café,58.379999999999995,184.06
2017,Diciembre,Risaralda,Hong Kong,Café,19.24,60.24
2017,Diciembre,Huila,Otros,Café,291.07,971.2
2017,Diciembre,Quindío,Otros,Café,115.65,378.21999999999997
2017,Diciembre,Tolima,Otros,Café,28.689999999999998,89.69999999999999
2017,Diciembre,Caldas,Israel,Café,116.38,407.39
2017,Diciembre,Risaralda,Israel,Café,383.34000000000003,1324.63
2017,Diciembre,Caldas,Italia,Café,217.92,752.71
2017,Diciembre,Cauca,Italia,Café,55.02,202.12
2017,Diciembre,Huila,Italia,Café,77.6,241.38
2017,Diciembre,Quindío,Italia,Café,98.99000000000001,315.47
2017,Diciembre,Risaralda,Italia,Café,412.45,1320.6
2017,Diciembre,Antioquia,Japón,Café,556.47,1877.5500000000002
2017,Diciembre,Bogotá,Japón,Café,0.63,5.52
2017,Diciembre,Caldas,Japón,Café,1472.7400000000002,5404.58
2017,Diciembre,Cauca,Japón,Café,8.21,64.21
2017,Diciembre,Cundinamarca,Japón,Café,278.87,879.93
2017,Diciembre,Huila,Japón,Café,1575.36,5157.34
2017,Diciembre,Nariño,Japón,Café,301.9,1149.24
2017,Diciembre,Quindío,Japón,Café,1015.39,3212.56
2017,Diciembre,Risaralda,Japón,Café,210.81,690.53
